id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;jakosc_strony_www;allegro;srednia_liczba_odslon;hurt;target_wartosc_sprzedazy
22190;lubelskie;LBW;437;6-10 osób;CEIDG;2006-08-11;2020-04-02;ma stronê www;68;NIE;91;0;1820
36937;podkarpackie;RZW;968;;CEIDG;1994-02-16;2020-09-25;ma stronê www;59;NIE;91;0;1812
2447;œl¹skie;BBW;10001;6-10 osób;CEIDG;2003-05-23;2020-08-19;ma stronê www;61;NIE;91;0;1812
79507;podlaskie;SUW;1386;;CEIDG;2019-07-03;2019-07-04;nie ma strony www;;NIE;;0;1812
33488;œwiêtokrzyskie;KIW;10001;;CEIDG;2011-05-13;2019-10-07;ma stronê www;43;NIE;91;0;1810
18193;mazowieckie;WAW;10001;6-10 osób;CEIDG;2016-12-30;2019-11-08;ma stronê www;68;NIE;90;0;1806
40835;dolnoœl¹skie;WBW;848;;CEIDG;2010-07-22;2019-12-04;ma stronê www;42;NIE;90;0;1806
31727;ma³opolskie;KRW;848;2-5 osób;CEIDG;2009-02-17;2020-10-23;ma stronê www;42;NIE;90;0;1803
57990;œl¹skie;DGW;1171;6-10 osób;CEIDG;2008-02-01;2019-10-16;ma stronê www;38;NIE;90;0;1803
54408;wielkopolskie;LSW;437;;CEIDG;2015-02-01;2018-04-19;ma stronê www;46;NIE;90;1;1801
20965;œl¹skie;TYW;437;2-5 osób;CEIDG;2008-01-21;2020-05-05;ma stronê www;70;NIE;90;1;1800
25898;dolnoœl¹skie;JGW;1433;6-10 osób;CEIDG;1997-12-01;2019-09-02;ma stronê www;64;NIE;90;0;1800
31900;mazowieckie;WAW;848;6-10 osób;CEIDG;2008-12-01;2018-09-25;ma stronê www;44;NIE;90;0;1800
31953;mazowieckie;PLW;5;1 osoba;CEIDG;2010-01-22;2019-09-03;ma stronê www;46;NIE;36;0;1800
235;podlaskie;BIW;10001;6-10 osób;KRS;1992-12-01;2018-05-10;ma stronê www;53;NIE;90;0;1800
382;lubelskie;ZMW;652;2-5 osób;CEIDG;1992-04-15;2018-07-12;ma stronê www;35;NIE;90;1;1800
629;kujawsko-pomorskie;BDW;1171;6-10 osób;CEIDG;1991-01-02;2020-02-28;nie ma strony www;;NIE;;1;1800
20489;mazowieckie;PLW;10001;6-10 osób;CEIDG;2003-06-05;2019-09-19;ma stronê www;62;NIE;90;1;1800
37661;³ódzkie;LDW;5;;CEIDG;2013-01-18;2020-01-30;ma stronê www;48;NIE;90;1;1800
52572;podlaskie;BIW;1387;;CEIDG;2016-07-08;2018-05-16;ma stronê www;58;NIE;90;1;1800
64298;œl¹skie;BBW;522;;CEIDG;2017-09-04;2018-10-12;nie ma strony www;;NIE;;0;1800
69830;ma³opolskie;KRW;526;;CEIDG;2018-04-16;2018-05-07;nie ma strony www;;NIE;;0;1800
77028;³ódzkie;PTW;652;;CEIDG;2019-02-01;2019-03-19;nie ma strony www;;NIE;;1;1800
77135;podkarpackie;RZW;1387;;CEIDG;2019-02-11;2019-11-07;ma stronê www;46;NIE;90;1;1800
38096;wielkopolskie;PIW;1433;101-250 osób;KRS;2013-10-28;2020-10-05;ma stronê www;37;NIE;900;0;1800
38615;wielkopolskie;LSW;1171;;CEIDG;2013-09-01;2020-10-21;ma stronê www;62;NIE;90;0;1800
51453;ma³opolskie;KRW;1387;;CEIDG;2016-02-02;2018-03-21;e-commerce;61;NIE;90;1;1800
51479;zachodniopomorskie;PIW;411;1 osoba;CEIDG;2016-02-02;2020-03-23;ma stronê www;40;NIE;36;1;1800
56843;œwiêtokrzyskie;KIW;98;;CEIDG;2012-11-19;2020-08-12;ma stronê www;52;NIE;90;0;1800
2122;lubuskie;GWW;98;2-5 osób;CEIDG;1992-12-01;2020-03-16;ma stronê www;42;NIE;90;0;1800
16719;podkarpackie;PRW;526;21-50 osób;KRS;2005-07-05;2018-10-11;ma stronê www;36;NIE;90;0;1800
16962;kujawsko-pomorskie;TOW;1171;1 osoba;CEIDG;2003-09-17;2020-10-13;nie ma strony www;;NIE;;1;1800
39124;zachodniopomorskie;SZW;10001;2-5 osób;CEIDG;2012-03-28;2020-05-12;ma stronê www;65;NIE;90;0;1800
65222;dolnoœl¹skie;LGW;1574;;CEIDG;2017-11-15;2018-07-17;ma stronê www;62;NIE;90;0;1800
65251;pomorskie;GDW;522;;CEIDG;2017-11-15;2018-04-20;ma stronê www;49;NIE;90;0;1800
65344;opolskie;OPW;1574;;CEIDG;2017-11-01;2018-12-21;e-commerce;52;NIE;90;0;1800
65466;mazowieckie;WAW;1387;;CEIDG;2017-11-03;2018-02-22;ma stronê www;38;NIE;90;1;1800
65522;lubelskie;LBW;1386;;CEIDG;2017-11-06;2019-01-29;ma stronê www;46;NIE;90;0;1800
71119;mazowieckie;PLW;522;;CEIDG;2018-07-01;2019-11-07;ma stronê www;50;NIE;90;0;1800
71547;podkarpackie;KOW;98;;CEIDG;2018-07-21;2018-11-15;ma stronê www;46;NIE;90;0;1800
71783;mazowieckie;LNW;848;;CEIDG;2018-08-03;2019-12-18;e-commerce;47;NIE;90;0;1800
71826;podlaskie;BIW;1387;;CEIDG;2018-08-06;2018-08-13;ma stronê www;41;NIE;90;0;1800
77758;zachodniopomorskie;KSW;526;;CEIDG;2019-03-07;2019-03-13;nie ma strony www;;NIE;;1;1800
5487;warmiñsko-mazurskie;OLW;907;2-5 osób;CEIDG;2003-10-06;2019-03-20;ma stronê www;47;NIE;90;0;1800
6091;mazowieckie;PLW;437;6-10 osób;CEIDG;1994-12-01;2020-02-03;ma stronê www;44;NIE;90;0;1800
10107;ma³opolskie;NSW;1402;6-10 osób;CEIDG;1996-01-25;2020-08-10;e-commerce;36;NIE;90;0;1800
17643;ma³opolskie;KRW;5;6-10 osób;CEIDG;1999-07-02;2020-05-13;ma stronê www;40;NIE;90;0;1800
40408;mazowieckie;LNW;10001;;CEIDG;2010-05-27;2019-07-05;ma stronê www;68;NIE;90;1;1800
49596;³ódzkie;SRW;848;;CEIDG;2005-11-25;2018-03-27;ma stronê www;44;NIE;90;1;1800
3621;ma³opolskie;KRW;968;6-10 osób;CEIDG;1997-02-01;2020-05-21;ma stronê www;70;NIE;90;1;1800
18554;zachodniopomorskie;SZW;1386;6-10 osób;CEIDG;2006-02-16;2020-02-24;ma stronê www;38;NIE;90;0;1800
23339;dolnoœl¹skie;WRW;411;6-10 osób;CEIDG;2007-04-01;2020-08-24;nie ma strony www;;NIE;;1;1800
48123;œwiêtokrzyskie;KIW;5;;CEIDG;2015-09-23;2019-09-18;ma stronê www;46;NIE;90;0;1800
48156;wielkopolskie;KNW;1433;;CEIDG;2015-10-01;2020-09-04;ma stronê www;35;NIE;90;1;1800
48403;opolskie;OPW;437;1 osoba;CEIDG;2007-02-02;2019-07-29;nie ma strony www;;NIE;;0;1800
48438;wielkopolskie;POW;848;1 osoba;CEIDG;2005-08-30;2018-02-08;nie ma strony www;;NIE;;0;1800
48588;mazowieckie;GRW;5;;CEIDG;2015-11-02;2020-04-01;e-commerce;54;NIE;90;0;1800
60583;ma³opolskie;TRW;411;;CEIDG;2017-04-01;2018-03-29;nie ma strony www;;NIE;;0;1800
60652;ma³opolskie;TRW;1402;;CEIDG;2016-06-01;2018-05-09;ma stronê www;48;NIE;90;0;1800
60794;podkarpackie;PRW;98;;CEIDG;2016-01-12;2018-10-16;ma stronê www;59;NIE;90;0;1800
72315;kujawsko-pomorskie;WLW;1386;;CEIDG;2018-09-06;2020-02-27;e-commerce;69;NIE;90;1;1800
72360;warmiñsko-mazurskie;MZW;522;;CEIDG;2018-09-10;2018-09-12;nie ma strony www;;NIE;;0;1800
72384;³ódzkie;PTW;522;;CEIDG;2018-09-11;2018-10-05;ma stronê www;62;NIE;90;0;1800
72534;podlaskie;LMW;652;;CEIDG;2018-09-14;2018-10-09;nie ma strony www;;NIE;;1;1800
83005;pomorskie;GDW;1387;;CEIDG;2020-07-06;2020-09-25;ma stronê www;42;NIE;90;1;1800
1104;œl¹skie;CZW;10001;6-10 osób;CEIDG;2005-12-21;2020-02-21;ma stronê www;37;NIE;90;1;1800
11648;pomorskie;GDW;10001;2-5 osób;CEIDG;1998-10-28;2020-07-21;ma stronê www;61;NIE;90;0;1800
21817;œl¹skie;KTW;1171;2-5 osób;KRS;2006-05-19;2018-07-26;ma stronê www;53;NIE;90;0;1800
29371;pomorskie;GDW;1402;1 osoba;CEIDG;2006-08-17;2018-06-13;nie ma strony www;;NIE;;0;1800
34633;podkarpackie;RZW;522;2-5 osób;CEIDG;2011-07-22;2019-03-21;ma stronê www;53;NIE;90;0;1800
4966;podkarpackie;RZW;98;2-5 osób;CEIDG;1991-01-01;2020-03-09;ma stronê www;65;NIE;90;0;1800
11720;œl¹skie;KTW;1171;;CEIDG;2007-01-01;2019-06-07;ma stronê www;60;NIE;90;0;1800
24168;œl¹skie;CZW;848;6-10 osób;CEIDG;2008-01-15;2020-06-04;e-commerce;68;NIE;90;0;1800
40598;mazowieckie;PLW;5;;CEIDG;2014-06-10;2020-02-28;nie ma strony www;;NIE;;0;1800
40616;warmiñsko-mazurskie;OLW;5;;CEIDG;2014-08-04;2018-10-03;ma stronê www;37;NIE;90;0;1800
6364;wielkopolskie;POW;526;6-10 osób;CEIDG;1996-12-01;2018-04-09;nie ma strony www;;NIE;;0;1800
6683;œl¹skie;RBW;98;2-5 osób;CEIDG;1994-12-01;2018-05-30;ma stronê www;39;NIE;90;0;1800
24934;lubelskie;ZMW;652;6-10 osób;CEIDG;1993-01-23;2019-07-17;nie ma strony www;;NIE;;0;1800
49863;dolnoœl¹skie;WRW;437;;CEIDG;2010-04-02;2020-06-09;ma stronê www;51;NIE;90;0;1800
70271;mazowieckie;PLW;968;;CEIDG;2018-05-16;2018-11-19;nie ma strony www;;NIE;;1;1800
70311;œl¹skie;DGW;526;;CEIDG;2018-05-07;2018-08-07;ma stronê www;54;NIE;90;0;1800
70706;opolskie;OPW;1387;;CEIDG;2018-06-04;2019-02-26;ma stronê www;47;NIE;90;0;1800
81977;œwiêtokrzyskie;KIW;1171;;CEIDG;2010-11-19;2020-05-06;ma stronê www;60;NIE;90;1;1800
82085;mazowieckie;GRW;522;;CEIDG;2020-03-02;2020-08-31;ma stronê www;36;NIE;90;0;1800
82177;mazowieckie;GRW;1387;;CEIDG;2020-03-12;2020-03-30;ma stronê www;61;NIE;90;1;1800
82421;wielkopolskie;POW;526;;CEIDG;2020-04-24;2020-04-29;nie ma strony www;;NIE;;0;1800
43406;mazowieckie;LNW;526;;CEIDG;2015-01-07;2019-03-26;nie ma strony www;;NIE;;0;1800
50976;warmiñsko-mazurskie;MZW;5;;CEIDG;2007-09-24;2020-10-26;ma stronê www;69;NIE;90;0;1800
55424;lubelskie;ZMW;1171;;CEIDG;2013-06-28;2020-04-22;e-commerce;47;NIE;90;1;1800
63007;warmiñsko-mazurskie;OLW;1386;;CEIDG;2017-07-01;2019-12-18;ma stronê www;56;NIE;90;0;1800
63098;dolnoœl¹skie;WRW;1387;;CEIDG;2017-06-22;2018-01-31;ma stronê www;42;NIE;90;0;1800
63181;zachodniopomorskie;SZW;5;;CEIDG;2017-07-13;2020-05-20;ma stronê www;43;NIE;90;1;1800
63524;³ódzkie;LDW;526;;KRS;2017-05-05;2019-08-02;ma stronê www;60;NIE;90;1;1800
63699;mazowieckie;LNW;848;;KRS;2014-01-23;2019-05-07;ma stronê www;48;NIE;90;0;1800
63770;³ódzkie;LDW;968;;CEIDG;2017-08-22;2018-03-09;nie ma strony www;;NIE;;0;1800
41556;ma³opolskie;TRW;1387;;CEIDG;2014-02-17;2018-08-22;ma stronê www;70;NIE;90;0;1800
46915;mazowieckie;LNW;1171;;CEIDG;2013-07-02;2020-06-25;ma stronê www;44;NIE;90;0;1800
61858;mazowieckie;PAW;1171;;CEIDG;2015-10-20;2018-10-26;ma stronê www;67;NIE;90;0;1800
41019;³ódzkie;SKW;907;;CEIDG;2013-12-11;2020-06-17;ma stronê www;70;NIE;90;0;1800
53544;œl¹skie;CZW;1387;;CEIDG;2016-08-01;2019-01-14;e-commerce;69;NIE;90;0;1800
53568;pomorskie;GDW;10001;;CEIDG;2016-08-22;2020-01-16;ma stronê www;45;NIE;90;0;1800
58559;zachodniopomorskie;PIW;1387;;CEIDG;2016-11-05;2018-07-09;ma stronê www;68;NIE;90;1;1800
58739;ma³opolskie;KRW;1387;;CEIDG;2016-12-05;2020-06-30;ma stronê www;38;NIE;90;0;1800
59078;³ódzkie;LDW;1433;;CEIDG;2017-01-02;2018-02-08;ma stronê www;44;NIE;90;0;1800
59126;zachodniopomorskie;KSW;1387;;CEIDG;2017-01-01;2019-04-15;ma stronê www;46;NIE;90;0;1800
65786;kujawsko-pomorskie;BDW;1387;;CEIDG;2017-12-06;2018-01-15;ma stronê www;70;NIE;90;0;1800
35851;pomorskie;GDW;5;;CEIDG;2012-04-18;2019-12-06;ma stronê www;43;NIE;90;0;1800
48890;mazowieckie;GAW;98;;CEIDG;2013-10-01;2019-05-23;ma stronê www;48;NIE;90;0;1800
48972;podkarpackie;RZW;1387;;CEIDG;2014-02-11;2018-07-18;ma stronê www;68;NIE;90;0;1800
56010;podkarpackie;KOW;437;;KRS;2012-12-15;2018-09-17;ma stronê www;50;NIE;90;0;1800
56310;zachodniopomorskie;KSW;522;;CEIDG;2016-09-19;2020-06-10;ma stronê www;38;NIE;90;0;1800
62288;mazowieckie;GAW;1402;;CEIDG;2017-05-15;2018-05-16;ma stronê www;51;NIE;90;0;1800
62466;podkarpackie;RZW;1386;;CEIDG;2017-06-23;2018-12-13;ma stronê www;51;NIE;90;0;1800
67777;podlaskie;BIW;1574;;CEIDG;2018-02-09;2018-04-27;nie ma strony www;;NIE;;0;1800
76254;wielkopolskie;PIW;848;;CEIDG;2019-01-08;2020-06-01;nie ma strony www;;NIE;;0;1800
81188;zachodniopomorskie;SZW;652;2-5 osób;CEIDG;2019-11-26;2020-01-29;nie ma strony www;;NIE;;0;1800
81725;mazowieckie;LNW;1386;;CEIDG;2020-02-01;2020-01-29;nie ma strony www;;NIE;;0;1800
66689;pomorskie;SLW;98;1 osoba;CEIDG;2018-01-23;2019-01-18;ma stronê www;38;NIE;36;0;1800
66786;³ódzkie;LDW;1433;;CEIDG;2018-01-11;2018-04-09;nie ma strony www;;NIE;;0;1800
67276;wielkopolskie;KLW;522;;CEIDG;2018-01-09;2018-08-07;ma stronê www;40;NIE;90;0;1800
67471;œl¹skie;GLW;411;;CEIDG;2018-02-01;2018-02-09;ma stronê www;54;NIE;90;0;1800
79838;lubelskie;LBW;526;;CEIDG;2019-07-25;2019-10-16;nie ma strony www;;NIE;;1;1800
79844;mazowieckie;SDW;1386;;CEIDG;2019-06-03;2019-07-26;ma stronê www;60;NIE;90;0;1800
65934;³ódzkie;LDW;1386;;CEIDG;2017-12-23;2019-09-18;ma stronê www;58;NIE;90;1;1800
66077;pomorskie;GDW;526;;CEIDG;2017-12-01;2018-08-29;ma stronê www;50;NIE;90;1;1800
66511;œl¹skie;CZW;1387;;CEIDG;2018-01-10;2018-04-03;nie ma strony www;;NIE;;1;1800
73085;³ódzkie;LDW;1387;;CEIDG;2018-11-02;2018-11-30;ma stronê www;41;NIE;90;1;1800
73308;³ódzkie;LDW;1387;;CEIDG;2018-11-08;2018-12-04;ma stronê www;38;NIE;90;0;1800
73580;podkarpackie;RZW;968;;CEIDG;2018-12-01;2020-09-11;nie ma strony www;;NIE;;0;1800
78337;ma³opolskie;KRW;1433;;KRS;2018-01-12;2018-08-14;ma stronê www;63;NIE;90;1;1800
78514;kujawsko-pomorskie;BDW;652;;CEIDG;2019-03-04;2019-04-18;nie ma strony www;;NIE;;0;1800
62526;wielkopolskie;KNW;1574;;CEIDG;2010-11-02;2018-01-30;ma stronê www;42;NIE;90;0;1800
62688;lubelskie;BPW;1386;;CEIDG;2017-05-10;2019-06-27;nie ma strony www;;NIE;;0;1800
68840;œl¹skie;BBW;1402;;CEIDG;2018-03-01;2018-03-06;ma stronê www;62;NIE;90;0;1800
68907;pomorskie;GDW;526;;CEIDG;2018-03-27;2018-03-28;nie ma strony www;;NIE;;0;1800
68972;ma³opolskie;KRW;1387;;CEIDG;2018-03-19;2018-08-09;e-commerce;47;NIE;90;1;1800
68992;mazowieckie;GRW;411;;CEIDG;2018-02-16;2018-05-11;ma stronê www;69;NIE;90;1;1800
69040;lubelskie;LBW;1386;;CEIDG;2018-03-21;2018-06-12;ma stronê www;57;NIE;90;0;1800
74991;œl¹skie;TYW;10001;;CEIDG;2018-06-07;2020-01-04;ma stronê www;42;NIE;90;0;1800
74993;wielkopolskie;LSW;848;;CEIDG;2018-07-02;2018-07-09;ma stronê www;58;NIE;90;0;1800
75034;mazowieckie;PLW;522;;CEIDG;2018-09-03;2018-10-17;nie ma strony www;;NIE;;0;1800
75541;lubuskie;ZGW;1387;;CEIDG;2018-12-14;2019-01-02;e-commerce;47;NIE;90;0;1800
80401;opolskie;OPW;1402;;CEIDG;2019-09-06;2020-06-03;nie ma strony www;;NIE;;0;1800
80891;dolnoœl¹skie;WRW;1387;1 osoba;CEIDG;2019-10-21;2020-05-11;ma stronê www;51;NIE;36;1;1800
80986;œwiêtokrzyskie;KIW;848;;CEIDG;2019-11-04;2020-10-13;nie ma strony www;;NIE;;0;1800
19223;wielkopolskie;POW;755;1 osoba;CEIDG;2008-04-25;2018-11-22;ma stronê www;64;NIE;36;0;1799,6
3226;zachodniopomorskie;KSW;522;6-10 osób;CEIDG;1993-09-01;2020-08-31;nie ma strony www;;NIE;;1;1790
38202;ma³opolskie;NSW;907;6-10 osób;CEIDG;2013-12-31;2020-07-22;ma stronê www;46;NIE;90;0;1790
44477;mazowieckie;WAW;1574;;CEIDG;2014-05-09;2018-08-20;ma stronê www;48;NIE;90;0;1790
48059;mazowieckie;WAW;1387;;CEIDG;2015-10-01;2020-08-26;ma stronê www;45;NIE;90;0;1790
19687;ma³opolskie;TRW;755;2-5 osób;CEIDG;2008-05-17;2020-02-21;ma stronê www;49;NIE;90;0;1790
24042;lubelskie;BPW;5;6-10 osób;CEIDG;2007-08-01;2020-01-08;ma stronê www;63;NIE;90;0;1790
24199;³ódzkie;LDW;848;6-10 osób;CEIDG;1998-10-01;2020-02-18;ma stronê www;39;NIE;90;1;1790
49641;mazowieckie;PLW;848;;CEIDG;2006-01-01;2018-10-16;ma stronê www;46;NIE;90;0;1790
43883;kujawsko-pomorskie;BDW;848;1 osoba;KRS;2014-04-16;2018-04-18;nie ma strony www;;NIE;;0;1790
43920;ma³opolskie;NSW;10001;2-5 osób;CEIDG;1997-11-12;2020-06-19;ma stronê www;60;NIE;90;0;1790
61667;pomorskie;GDW;526;;CEIDG;2015-10-26;2020-08-20;ma stronê www;44;NIE;90;0;1790
55894;podkarpackie;KOW;1386;;CEIDG;2011-04-01;2020-05-13;ma stronê www;65;NIE;90;0;1790
78442;zachodniopomorskie;SZW;848;;CEIDG;2001-05-01;2018-12-19;ma stronê www;54;NIE;90;0;1790
65333;lubelskie;LBW;848;;CEIDG;2017-11-14;2019-01-16;ma stronê www;43;NIE;89;0;1788
34600;mazowieckie;WAW;5;;CEIDG;2005-06-23;2019-10-24;e-commerce;66;NIE;89;1;1788
57930;œl¹skie;TYW;98;;CEIDG;2011-03-01;2020-06-08;ma stronê www;46;NIE;89;0;1782
79597;œl¹skie;KTW;5;;CEIDG;2019-07-02;2020-08-25;ma stronê www;35;NIE;89;1;1782
21029;ma³opolskie;TRW;652;2-5 osób;CEIDG;2005-01-03;2020-02-14;ma stronê www;41;NIE;89;0;1780
21215;opolskie;OPW;526;1 osoba;CEIDG;2005-08-31;2019-10-14;ma stronê www;44;NIE;36;0;1780
25460;pomorskie;GDW;437;6-10 osób;CEIDG;2009-05-12;2020-02-12;nie ma strony www;;NIE;;0;1780
60603;ma³opolskie;KRW;968;;CEIDG;2017-03-27;2019-03-29;ma stronê www;51;NIE;89;0;1776
21134;lubelskie;ZMW;755;1 osoba;CEIDG;1999-12-01;2020-06-09;ma stronê www;42;NIE;35;0;1770
60505;lubuskie;ZGW;1402;;CEIDG;2017-04-03;2020-09-07;ma stronê www;58;NIE;89;0;1770
1117;œl¹skie;CZW;1171;1 osoba;CEIDG;1997-05-05;2018-11-26;ma stronê www;56;NIE;35;1;1770
76676;mazowieckie;GAW;1387;;CEIDG;2018-09-17;2019-02-21;ma stronê www;70;NIE;88;0;1764
72055;mazowieckie;RDW;522;;KRS;2018-06-26;2018-07-10;ma stronê www;61;NIE;88;0;1764
40423;lubuskie;GWW;5;;CEIDG;2014-07-16;2018-08-09;ma stronê www;47;NIE;88;0;1760
14941;ma³opolskie;KRW;437;1 osoba;CEIDG;2004-12-16;2020-08-26;nie ma strony www;;NIE;;0;1760
63461;mazowieckie;GRW;1387;;KRS;2017-07-14;2018-10-12;e-commerce;42;NIE;88;0;1760
53133;dolnoœl¹skie;WRW;5;;CEIDG;2016-09-06;2020-03-12;ma stronê www;41;NIE;88;0;1760
80011;podkarpackie;RZW;1574;;CEIDG;2019-08-01;2019-10-10;ma stronê www;59;NIE;88;0;1760
80014;pomorskie;GDW;652;;CEIDG;2019-08-06;2020-01-31;ma stronê www;51;NIE;88;0;1760
47947;ma³opolskie;KRW;1387;;CEIDG;2015-09-17;2020-10-09;ma stronê www;69;NIE;88;0;1758
59910;lubelskie;LBW;907;;CEIDG;2017-05-04;2020-02-10;ma stronê www;52;NIE;88;0;1755
62517;pomorskie;GDW;968;;CEIDG;2003-10-10;2019-11-06;ma stronê www;70;NIE;88;0;1755
75051;lubelskie;CHW;907;;CEIDG;2015-03-05;2019-04-02;ma stronê www;57;NIE;88;1;1755
79586;lubelskie;LBW;1386;;CEIDG;2019-07-01;2019-07-22;ma stronê www;62;NIE;88;0;1752
79793;warmiñsko-mazurskie;MZW;526;;CEIDG;2019-08-01;2020-07-24;nie ma strony www;;NIE;;0;1752
31678;³ódzkie;LDW;98;101-250 osób;KRS;2004-10-11;2018-08-10;ma stronê www;53;NIE;875;1;1750
31986;kujawsko-pomorskie;WLW;437;1 osoba;CEIDG;2006-02-15;2020-09-08;ma stronê www;64;NIE;35;1;1750
20431;dolnoœl¹skie;WRW;968;6-10 osób;CEIDG;2007-07-28;2019-03-20;ma stronê www;45;NIE;88;1;1750
37123;podkarpackie;TBW;437;;CEIDG;2010-07-21;2020-09-03;ma stronê www;69;NIE;88;1;1750
37354;ma³opolskie;KRW;848;6-10 osób;CEIDG;1997-01-01;2020-06-04;ma stronê www;67;NIE;88;1;1750
13966;zachodniopomorskie;SZW;437;6-10 osób;CEIDG;1990-02-01;2020-05-25;ma stronê www;59;NIE;88;0;1750
72346;pomorskie;GDW;522;1 osoba;CEIDG;2018-09-04;2019-01-03;nie ma strony www;;NIE;;0;1750
33465;mazowieckie;GAW;848;1 osoba;CEIDG;2010-07-28;2020-03-02;ma stronê www;38;NIE;35;0;1750
12750;opolskie;OPW;10001;;CEIDG;1998-09-01;2019-06-24;ma stronê www;37;NIE;88;0;1750
49953;ma³opolskie;KRW;10001;;CEIDG;1990-12-29;2019-08-01;ma stronê www;47;NIE;88;0;1750
60013;³ódzkie;SRW;755;;CEIDG;2016-04-27;2019-11-29;ma stronê www;53;NIE;88;1;1750
63468;pomorskie;GDW;848;11-20 osób;KRS;2017-05-08;2018-02-26;ma stronê www;52;NIE;88;0;1750
35074;opolskie;OPW;1386;;CEIDG;2012-01-16;2019-09-16;ma stronê www;52;NIE;88;1;1750
41788;ma³opolskie;KRW;1171;;CEIDG;2013-05-27;2020-06-15;e-commerce;63;NIE;88;0;1750
41383;zachodniopomorskie;SZW;1433;;CEIDG;2013-09-08;2019-09-14;e-commerce;55;NIE;88;1;1750
46537;pomorskie;SLW;848;;CEIDG;2014-03-03;2020-01-29;ma stronê www;61;NIE;88;0;1750
46670;dolnoœl¹skie;LGW;1402;;CEIDG;2011-01-15;2018-07-18;ma stronê www;39;NIE;88;0;1750
59399;œl¹skie;TYW;437;6-10 osób;CEIDG;2015-12-16;2020-06-02;ma stronê www;57;NIE;88;0;1750
49403;lubuskie;ZGW;526;;CEIDG;2013-05-09;2020-08-03;ma stronê www;67;NIE;88;0;1750
68240;mazowieckie;SDW;10001;;CEIDG;2016-05-23;2019-03-07;e-commerce;43;NIE;88;0;1750
81445;œwiêtokrzyskie;TBW;522;;CEIDG;2020-01-07;2020-01-08;ma stronê www;44;NIE;87;1;1749,6
52862;kujawsko-pomorskie;WLW;5;;CEIDG;2016-06-15;2020-07-07;ma stronê www;64;NIE;87;0;1748
18050;pomorskie;GDW;437;6-10 osób;CEIDG;2003-05-01;2020-04-30;ma stronê www;47;NIE;87;0;1744
83247;œl¹skie;TYW;1386;;CEIDG;2020-08-26;2020-09-10;nie ma strony www;;NIE;;0;1744
55316;ma³opolskie;KRW;411;;CEIDG;2011-09-01;2020-02-21;ma stronê www;66;NIE;87;0;1744
25538;pomorskie;GDW;755;6-10 osób;CEIDG;2009-02-18;2020-02-26;ma stronê www;38;NIE;87;0;1740
52879;œl¹skie;GLW;1171;;CEIDG;2016-07-07;2020-09-09;ma stronê www;37;NIE;87;0;1740
44906;pomorskie;GDW;437;;CEIDG;1997-07-11;2018-03-22;ma stronê www;60;NIE;87;0;1740
9753;dolnoœl¹skie;WRW;526;6-10 osób;CEIDG;1984-01-01;2020-03-31;ma stronê www;38;NIE;87;0;1740
17349;pomorskie;SLW;1171;6-10 osób;CEIDG;2004-12-01;2020-09-16;nie ma strony www;;NIE;;0;1740
82924;zachodniopomorskie;SZW;10001;;CEIDG;2020-07-02;2020-07-02;nie ma strony www;;NIE;;1;1740
82935;œl¹skie;GLW;848;;CEIDG;2020-07-03;2020-07-08;nie ma strony www;;NIE;;1;1740
19350;dolnoœl¹skie;WRW;5;1 osoba;CEIDG;2006-05-22;2020-02-27;ma stronê www;45;NIE;35;0;1740
6997;œl¹skie;RBW;755;1 osoba;CEIDG;1996-09-20;2020-02-27;nie ma strony www;;NIE;;1;1740
82047;œl¹skie;BBW;848;;CEIDG;2020-03-04;2020-03-04;ma stronê www;61;NIE;87;0;1740
61966;mazowieckie;PLW;522;;CEIDG;2016-01-05;2019-06-05;nie ma strony www;;NIE;;0;1740
53577;opolskie;OPW;437;;CEIDG;2016-08-12;2020-05-05;ma stronê www;65;NIE;87;0;1740
35798;œl¹skie;CZW;1171;;CEIDG;2002-11-15;2020-05-07;ma stronê www;62;NIE;87;1;1740
63802;dolnoœl¹skie;WRW;1386;;CEIDG;2017-08-16;2020-10-22;ma stronê www;69;NIE;87;0;1740
76455;lubelskie;ZMW;437;;CEIDG;2019-01-21;2020-10-14;nie ma strony www;;NIE;;0;1740
79294;œwiêtokrzyskie;TBW;98;;CEIDG;2019-06-07;2019-06-12;nie ma strony www;;NIE;;1;1740
79454;œl¹skie;CZW;10001;1 osoba;CEIDG;2019-06-24;2019-06-25;ma stronê www;59;NIE;35;0;1740
79784;zachodniopomorskie;SZW;652;;CEIDG;2019-07-16;2019-07-19;ma stronê www;44;NIE;87;0;1740
78998;œl¹skie;BBW;1402;;CEIDG;1970-01-01;2019-05-22;ma stronê www;64;NIE;87;1;1740
80116;³ódzkie;LDW;526;;CEIDG;2019-08-14;2019-08-20;nie ma strony www;;NIE;;0;1740
25633;kujawsko-pomorskie;TOW;98;6-10 osób;CEIDG;2009-06-15;2020-02-11;ma stronê www;68;NIE;87;0;1730
7413;pomorskie;SLW;1433;101-250 osób;KRS;1951-01-01;2020-06-04;e-commerce;52;NIE;864;1;1728
15885;wielkopolskie;POW;848;6-10 osób;CEIDG;1993-02-18;2020-06-22;ma stronê www;69;NIE;86;0;1728
